Date,Close,Tomorrow,Low,Open,Volume,VWAP,Adjusted_Close,Market_Cap,SMA_50,EMA_50,RSI,MACD,MACD_Signal,MACD_Hist,High
,MSFT,,MSFT,MSFT,MSFT,,,,,,,,,,MSFT
2020-05-07,175.738037109375,176.77178955078125,174.7617106239369,176.28362144170913,28316000,156.24741535093918,175.738037109375,4976198258.7890625,155.5706430053711,161.08903726874837,61.670987965594094,4.962806691909151,4.414118945392647,0.5486877465165039,176.64735406685838
2020-05-08,176.77178955078125,178.74356079101562,175.5083210168157,177.05894613748865,30877800,156.39451311256946,176.77178955078125,5458323963.391113,156.07794860839843,161.70404716216143,62.4800384804758,5.153997065647388,4.5620945694435955,0.5919024962037929,177.07809380470667
2020-05-11,178.74356079101562,174.6946563720703,175.0201361260951,175.30727805996978,30892700,156.54892073499312,178.74356079101562,5521871200.448608,156.55136932373046,162.37226338290083,64.03923755259419,5.40234737687814,4.730145130930504,0.672202245947636,179.480577895145
2020-05-12,174.6946563720703,172.05288696289062,174.49365705044374,178.80096063564477,32038200,156.69424432088218,174.6946563720703,5596902339.779663,156.73744354248046,162.85549448051532,58.64948227627156,5.21236909297636,4.826589923339675,0.38577916963668457,179.03067414607514
2020-05-13,172.05288696289062,172.79945373535156,168.9803366302558,174.7329904875629,44711500,156.85571952857538,172.05288696289062,7692742655.441284,157.02919189453124,163.2161765386477,55.37474332502197,4.793386050520752,4.8199491487758905,-0.026563098255138584,176.16875866805987
2020-05-14,172.79945373535156,175.31687927246094,168.15713162286323,169.93748442621697,41873900,156.99349737375422,172.79945373535156,7235787045.768738,157.22024383544922,163.59199133067528,56.12039102885972,4.470052685140473,4.749969856048807,-0.2799171709083339,172.9526058186347
2020-05-15,175.31687927246094,176.99191284179688,169.4206541318444,171.39244019900235,46610400,157.17838781219703,175.31687927246094,8171589869.641113,157.5435791015625,164.05179085780412,58.630572549266546,4.366608322801227,4.673297549399291,-0.3066892265980643,179.04987089422696
2020-05-18,176.99191284179688,175.7667236328125,176.0825960188385,177.7959394259672,35264500,157.33545851599186,176.99191284179688,6241531310.409546,157.99039001464843,164.55924662188227,60.25959198575676,4.369421163276741,4.612522272174781,-0.24310110889804015,178.22666690995933
2020-05-19,175.7667236328125,178.20474243164062,175.6327192033904,177.10676792703353,26799100,157.45061186680272,175.7667236328125,4710390003.308105,158.62231872558593,164.9987555242717,58.44670342886957,4.2240950909863955,4.534836835937104,-0.3107417449507084,178.60954544769828
2020-05-20,178.20474243164062,176.06427001953125,176.5538086361456,177.38886870679679,31261300,157.59043160053184,178.20474243164062,5570911914.578247,159.10582885742187,165.51663736377637,60.96342514239175,4.2565836269505155,4.479186194139786,-0.22260256718927085,178.38711523926915
2020-05-21,176.06427001953125,176.1410369873047,175.92989237505736,177.9551648606696,29119500,157.7147382601544,176.06427001953125,5126903510.83374,159.68608703613282,165.9302700169432,57.66145905859547,4.062779596589451,4.39590487462972,-0.3331252780402689,179.17417147943857
2020-05-22,176.1410369873047,174.27894592285156,175.2099867665646,175.83389440150728,20826900,157.798486140256,176.1410369873047,3668471763.230896,160.5468020629883,166.33069225107505,57.74984455295333,3.87076321015644,4.290876541735064,-0.42011333157862385,177.0529008656007
2020-05-26,174.27894592285156,174.50933837890625,173.82781790598514,178.85739293410217,36073600,157.93840549981306,174.27894592285156,6286868983.642578,160.99180725097656,166.64238847349765,54.76345041722922,3.5276688827650275,4.138235009941057,-0.6105661271760292,179.0109715453891
2020-05-27,174.50933837890625,174.1157989501953,169.50855638674753,172.963988040229,39517100,158.06538007865336,174.50933837890625,6896102975.653076,161.88957122802734,166.95089631292544,55.073018067853454,3.237040316399856,3.9579960712328166,-0.7209557548329606,174.68211801691652
2020-05-28,174.1157989501953,175.89151000976562,173.13676803502756,173.48231266569437,33810200,158.18507352226536,174.1157989501953,5886889985.665894,162.5660137939453,167.23187288693603,54.38835530972392,2.941057065630787,3.754608270112411,-0.813551204481624,176.75537151482436
2020-05-29,175.89151000976562,175.48837280273438,173.16555506136842,175.39238675358726,42130400,158.33752516794956,175.89151000976562,7410379673.31543,163.39608612060547,167.571466499596,56.986770868231865,2.8172972007987482,3.567146056249679,-0.7498488554509306,176.87055553063638
2020-06-01,175.48837280273438,177.48487854003906,174.17339051615602,175.21000969417707,22622400,158.41729680388158,175.48837280273438,3969968164.892578,164.17387329101564,167.88193341344456,56.203945402421986,2.6560692992919996,3.384930704858143,-0.7288614055661435,175.65154461123888
2020-06-02,177.48487854003906,177.91677856445312,174.0678339141332,176.85137755315077,30794600,158.5328468884661,177.48487854003906,5465575840.689087,165.09420135498047,168.25851949684042,59.193603374446525,2.6587479617791985,3.2396941562423542,-0.5809461944631558,177.57126104386916
2020-06-03,177.91677856445312,175.57472229003906,176.20825651213138,177.3984689744724,27311000,158.64066032660054,177.91677856445312,4859085139.373779,166.0493942260742,168.63727475439387,59.83239585542228,2.665001070099578,3.124755539013799,-0.459754468914221,178.47349013654497
2020-06-04,175.57472229003906,179.6829071044922,174.97962349487705,176.89931214617343,28761800,158.74562556372342,175.57472229003906,5049845047.5616455,166.72113037109375,168.90933152049763,54.82080362266202,2.4526991465215247,2.9903442605153443,-0.5376451139938196,178.37746596340432
2020-06-05,179.6829071044922,180.79632568359375,174.70131126178967,175.2868170566097,39893600,158.90454290173923,179.6829071044922,7168198022.86377,167.50221466064454,169.33182468065428,60.99274820583353,2.5861331899250786,2.9095020463972916,-0.32336885647221303,180.19162357339377
2020-06-08,180.79632568359375,182.1785125732422,177.0337366873354,178.47350355740667,33211600,159.04440886798105,180.79632568359375,6004535250.073242,168.12963806152345,169.78141295527936,62.48843902386923,2.7500236440308186,2.877606365923997,-0.12758272189317843,180.97869849717333
2020-06-09,182.1785125732422,188.935791015625,179.7404990263667,180.45078932074512,29783900,159.1805948456908,182.1785125732422,5425986600.630188,168.90741485595703,170.26757372461122,64.31756631623756,2.9573484679998217,2.8935547863391617,0.0637936816606599,183.04236687645738
2020-06-10,188.935791015625,178.7902374267578,183.33989572978047,183.4550870310254,43872300,159.43060261358607,188.935791015625,8289047704.174805,169.6187564086914,170.9996606772,71.60681322503017,3.6251226249974877,3.039868354070827,0.5852542709266606,190.5483374184694
2020-06-11,178.7902374267578,180.20120239257812,178.59827145778436,185.3747712203923,52854700,159.66473355138166,178.7902374267578,9449904362.120056,170.17542755126954,171.30517349090815,53.82731412359154,3.297663656866689,3.0914274146299996,0.20623624223668946,187.89915227221888
2020-06-12,180.20120239257812,181.35305786132812,177.74398829683446,182.88875513687523,43373600,159.8437868440696,180.20120239257812,7815974872.094727,170.86752258300783,171.65403736940502,55.48277317260682,3.1160828824494047,3.0963585081938807,0.01972437425552398,184.02137920431247
2020-06-15,181.35305786132812,185.79713439941406,176.62101592916923,177.1681344319462,32770200,159.975272588031,181.35305786132812,5942975976.727295,171.52235198974608,172.03439111418632,56.8431204171671,3.0301937332484385,3.0831255532047925,-0.05293181995635399,183.1575705631738
2020-06-16,185.79713439941406,186.44017028808594,183.77186161876213,185.14443242683828,42556700,160.1879682055783,185.79713439941406,7906912909.495544,172.29343811035156,172.57410653713646,61.70527595847573,3.2828827705793344,3.123076996679701,0.15980577389963324,187.72641685743025
2020-06-17,186.44017028808594,188.43670654296875,185.91225297070147,187.1984408741019,25687800,160.32043322042333,186.44017028808594,4789237806.326294,172.85838287353516,173.11787374305607,62.36596628356637,3.4947430528200414,3.1974102079077693,0.2973328449122721,188.43664827724567
2020-06-18,188.43670654296875,187.31361389160156,186.20985995056128,186.20985995056128,23061600,160.44186922473529,188.43670654296875,4345651951.611328,173.497333984375,173.71861228422912,64.41858770589735,3.780172171172268,3.313962600560669,0.46620957061159896,188.5998783740572
2020-06-19,187.31361389160156,192.51602172851562,186.5649364908806,190.61548070814644,44441100,160.6782894702378,187.31361389160156,8324423046.318054,174.08242706298827,174.25174960216532,62.35821939733713,3.8711286515822394,3.425395810764983,0.4457328408172563,191.2873688054522
2020-06-22,192.51602172851562,193.80218505859375,187.39044087875726,187.92795146469385,32818900,160.8657243954824,192.51602172851562,6318164065.505981,174.7713772583008,174.96799556790455,67.53770237545805,4.313282318077938,3.6029731122275743,0.710309205850364,192.69837988397876
2020-06-23,193.80218505859375,189.89561462402344,193.34144920442478,193.97495001935977,30917400,161.06014511979396,193.80218505859375,5991859676.330566,175.47896789550782,175.7065912342061,68.6849209621674,4.713144717668229,3.8250074333157054,0.8881372843525233,195.76026117759088
2020-06-24,189.89561462402344,192.29525756835938,188.66701495049006,193.50463898033323,36740600,161.26709847872468,189.89561462402344,6976878818.6553955,175.95164184570314,176.26302352400285,61.56779373262692,4.6610809252144065,3.992222131695446,0.6688587935189605,195.0883763989473
2020-06-25,192.29525756835938,188.44627380371094,187.6208192009114,189.8572588057207,27803900,161.4198015671721,192.29525756835938,5346558111.904907,176.50714965820313,176.89173858456584,64.03315899186939,4.758596981669484,4.145497101690254,0.61309987997923,192.55441970306296
2020-06-26,188.44627380371094,190.47152709960938,187.05450219787085,191.70973926885765,54675800,161.69841361772487,188.44627380371094,10303450777.236938,176.88689666748047,177.3448576127676,57.645582362446895,4.473727985055035,4.211143278363211,0.26258470669182454,191.8633179050225
2020-06-29,190.47152709960938,195.3379364013672,185.77788851966875,187.91833745347375,26701600,161.83154329022702,190.47152709960938,5085894528.00293,177.27728454589842,177.85962896519277,59.91162264124793,4.361116037123253,4.241137830115219,0.11997820700803352,190.5579095814704
2020-06-30,195.3379364013672,196.4801788330078,189.79964453653514,189.934022172079,34310300,162.03092327099517,195.3379364013672,6702103199.311829,177.83276977539063,178.54505278621923,64.78677981844582,4.611391565953738,4.315188577282924,0.2962029886708146,196.19219736576696
2020-07-01,196.4801788330078,197.97752380371094,193.66784129759267,194.98282366026174,32061200,162.22829901191952,196.4801788330078,6299390309.60083,178.5496984863281,179.24839106256388,65.83695337116546,4.846043965527798,4.421359654931899,0.4246843105958993,198.063931147309
2020-07-02,197.97752380371094,202.23927307128906,196.76812499098386,197.4208122291355,29315800,162.41768112655308,197.97752380371094,5803869492.324829,179.1874557495117,179.98286685633437,67.2171784879587,5.094109188321113,4.555909561609742,0.5381996267113713,199.66685951857852
2020-07-06,202.23927307128906,199.8876190185547,199.734077846807,200.4443681893504,31897600,162.64090922459812,202.23927307128906,6450947436.71875,179.95064971923827,180.8556671000581,70.8295112402051,5.570378359281392,4.758803321144072,0.8115750381373203,202.6520139035718
2020-07-07,199.8876190185547,204.28372192382812,199.63806471877396,201.99927400934564,33600700,162.87520973713546,199.8876190185547,6716363920.3567505,180.60689117431642,181.60201815568544,66.47659408217231,5.692447291191314,4.9455321151535205,0.7469151760377937,206.04981900940203
2020-07-08,204.28372192382812,205.7138671875,200.3099659833893,201.63455617889085,33600000,163.11407593352462,204.28372192382812,6863933056.640625,181.3606265258789,182.4914967348283,70.1675146021937,6.073900420701676,5.171205776263152,0.9026946444385242,204.6964480594897
2020-07-09,205.7138671875,205.08999633789062,202.97830467804536,207.64314923722176,33121700,163.36054229487982,205.7138671875,6813592994.824219,182.22413360595704,183.40217792905074,71.27550487363715,6.417627133850829,5.420490047780688,0.9971370860701407,207.6911443883824
2020-07-10,205.08999633789062,198.75502014160156,202.60400230969233,205.0420011781126,26177600,163.54842254286498,205.08999633789062,5368763888.134766,182.92928955078125,184.25268061175035,70.0532161257864,6.564025862601682,5.649197210744887,0.9148286518567943,205.48353614357757
2020-07-13,198.75502014160156,199.9835968017578,198.20790171209103,205.86745720277855,38135600,163.79901240989437,198.75502014160156,7579641946.112061,183.4736703491211,184.82139980899942,58.990740295551205,6.098567781291109,5.739071324854132,0.35949645643697714,207.13445905255088
2020-07-14,199.9835968017578,199.68606567382812,193.91737285414357,197.85274095335467,37591800,164.02174609624683,199.9835968017578,7517743374.252319,184.1314483642578,185.41599576949974,60.30009023549821,5.762399413766332,5.7437369426365725,0.01866247112975916,200.46351902624386
2020-07-15,199.68606567382812,195.7314910888672,196.79693867821612,201.14503357793527,32179400,164.21926546106266,199.68606567382812,6425777781.744385,184.70153289794922,185.97560635398324,59.8021179194124,5.40961659238053,5.676912872585364,-0.26729628020483354,202.84396263388592
2020-07-16,195.7314910888672,194.73324584960938,194.18614083902548,197.15205686543402,29940700,164.3806907560358,195.7314910888672,5860337855.244446,185.15577026367188,186.35819006907673,53.480415403555064,4.756107103407544,5.492751718749799,-0.7366446153422554,197.4400131481872
2020-07-17,194.73324584960938,203.1031036376953,193.30307235279196,196.25939500336793,31635300,164.5449632674528,194.73324584960938,6160444652.426147,185.55596740722658,186.6866236290976,51.98648587424005,4.1102654949163195,5.216254473983104,-1.105988979066784,196.80649872151776
2020-07-20,203.1031036376953,200.36756896972656,194.85802818757483,196.76812403001048,36884800,164.76934390226248,203.1031036376953,7491417357.055664,186.10326873779297,187.33040715884653,61.65766472572686,4.225104565433838,5.018024492273251,-0.7929199268394127,203.77499186370676
2020-07-21,200.36756896972656,203.24705505371094,199.676479655966,205.08040967587897,37990400,165.00531607147155,200.36756896972656,7612044092.1875,186.57518432617186,187.84166840633202,57.57574626796067,4.048709566651667,4.8241615071489345,-0.775451940497268,205.3491650038895
2020-07-22,203.24705505371094,194.40687561035156,200.0219772306525,200.79944886411118,49605700,165.3134860251478,203.24705505371094,10082212438.877869,187.06525421142578,188.44580121603317,60.537311904138384,4.094071810013077,4.678143567721763,-0.5840717577086867,203.7749724116346
2020-07-23,194.40687561035156,193.21669006347656,194.03253688543424,198.87016079551077,67457000,165.6647262285353,194.40687561035156,13114104608.047485,187.4594985961914,188.67956883933977,49.18529113374086,3.3777564404126963,4.41806614225995,-1.0403097018472538,202.45037625649584
2020-07-24,193.21669006347656,195.66427612304688,189.57887140843255,192.37202226358085,39827000,165.83943137780832,193.21669006347656,7695241115.158081,187.88277465820312,188.85749516185493,47.88340399788537,2.683104167722547,4.07107374735247,-1.3879695796299227,194.71404505706334
2020-07-27,195.66427612304688,193.9077911376953,192.79433625104707,193.3798418889446,30160900,165.98123122831552,195.66427612304688,5901410665.7196045,188.34007110595704,189.12442774856837,50.76930882556533,2.3035332788543883,3.7175656536528536,-1.4140323747984653,195.77945275802264
2020-07-28,193.9077911376953,195.86585998535156,193.63903584779104,195.43394038666563,23251400,166.08933531476364,193.9077911376953,4508627614.859009,188.71188934326173,189.31201062657334,48.68578121541649,1.839779127446974,3.342008348411678,-1.5022292209647041,196.48016738279762
2020-07-29,195.86585998535156,195.71231079101562,193.8981758948436,194.36850495719972,19632600,166.18227490192925,195.86585998535156,3845356082.748413,189.0893682861328,189.5690243269176,51.09522857237596,1.6116720607448372,2.99594109087831,-1.3842690301334728,196.43216470696157
2020-07-30,195.71231079101562,196.77772521972656,191.55619650401667,192.92876727090675,25079600,166.29654512646644,195.71231079101562,4908386469.714355,189.48828002929687,189.80993752158813,50.8934172164544,1.4023401261936215,2.6772208979413725,-1.274880771747751,196.2498360771528
2020-07-31,196.77772521972656,207.84475708007812,191.01865794030672,196.19221946047625,51044000,166.52939290885965,196.77772521972656,10044322206.115723,189.8597396850586,190.0831840979857,52.30117724502844,1.307342865502875,2.403245291453673,-1.095902425950798,196.86412235992762
2020-08-03,207.84475708007812,204.7252197265625,201.98971341783152,203.02634741238876,78983000,167.02366385838857,207.84475708007812,16416202448.45581,190.49534942626954,190.77971637179326,63.88342285492367,2.100856466465501,2.3427675264560386,-0.2419110599905374,208.90059206881253
2020-08-04,204.7252197265625,204.3892822265625,201.8648873185333,205.56988754345605,49280100,167.31046298342946,204.7252197265625,10088879300.646973,191.0670330810547,191.32659885629403,59.49781458495332,2.4497617898285,2.364166379130531,0.08559541069796905,206.1458000815315
2020-08-05,204.3892822265625,207.66236877441406,203.0742999994307,206.2705691716204,28806400,167.4777075648772,204.3892822265625,5887719419.53125,191.66923980712892,191.83886094924574,59.02786452366548,2.668404715086382,2.425014046321701,0.24339066876468074,206.36655947631414
2020-08-06,207.66236877441406,203.94778442382812,203.05511212670442,203.81338285693832,32656800,167.67320443618246,207.66236877441406,6781588444.592285,192.33230041503907,192.4593906678798,62.163631817959946,3.07039790290807,2.554090817638975,0.5163070852690947,207.6815551197409
2020-08-07,203.94778442382812,199.8876190185547,202.46002230686378,206.2226261734567,27820400,167.83111315074828,203.94778442382812,5673908941.784668,192.9289401245117,192.9099159132111,56.8462878497242,3.0540394220616918,2.6540805385235187,0.3999588835381731,207.03848532748646
2020-08-10,199.8876190185547,195.2131805419922,198.0639203097045,203.17028548212394,36716500,168.01470372240303,199.8876190185547,7339173763.694763,193.4088623046875,193.18355132910696,51.64615373956746,2.6825312418091585,2.659770679180647,0.02276056262851167,203.37185927330196
2020-08-11,195.2131805419922,200.78990173339844,194.98281258770336,198.8413916071683,36446500,168.17302286999265,195.2131805419922,7114837184.623718,193.80335845947266,193.26314463157306,46.38522404659482,1.988003743574268,2.5254172920593714,-0.5374135484851035,199.3117060421688
2020-08-12,200.78990173339844,200.319580078125,196.52818920650213,197.04649886563448,28013100,168.30719397991086,200.78990173339844,5624747596.247864,194.26945892333984,193.5583115767427,52.590032000380575,1.8660696021796639,2.3935477540834302,-0.5274781519037663,201.83612887150522
2020-08-13,200.319580078125,200.5115203857422,199.79166257941446,201.02987040785075,22588900,168.41890953326464,200.319580078125,4524998962.426758,194.7175149536133,193.82345936111065,52.04300727188999,1.711752868162847,2.257188776899314,-0.5454359087364669,202.86317724606943
2020-08-14,200.5115203857422,201.83615112304688,199.17733704875383,200.3771427347529,17958900,168.5052758603605,200.5115203857422,3600966343.4555054,195.21625091552735,194.0857362640374,52.26124533771087,1.5866537664135762,2.1230817748021664,-0.5364280083885902,201.17381546778418
2020-08-17,201.83615112304688,202.9974822998047,200.5307616884271,201.18346372877122,20184800,168.6060551683483,201.83615112304688,4074022343.1884766,195.65931579589844,194.3896741016456,53.82301666504204,1.5762286740996956,2.0137111546616726,-0.437482480561977,202.70961335309383
2020-08-18,202.9974822998047,201.76597595214844,200.80903840258776,202.07602530021023,21336200,168.71465299956785,202.9974822998047,4331194881.845093,196.10333892822266,194.72723520745578,55.2066031085821,1.642739950072638,1.9395169137438657,-0.29677696367122763,203.83254217883
